customer_id,frequency,monetary,recency,pre_pivot_frequency,pivot_ratio,product_diversity,loan_taken,loan_defaulted,clusters
CUS02514,1,4250.0,157,3,0.25,1,1,0,3
CUS02515,1,2400.0,112,8,0.1111,1,1,1,1
CUS02516,4,205700.0,39,13,0.2857,3,1,0,4
CUS02517,1,25500.0,123,3,0.25,1,1,1,1
CUS02518,4,94850.0,42,13,0.2857,3,0,0,4
CUS02519,8,566050.0,43,10,0.7273,3,1,0,4
CUS02520,0,0.0,184,1,0.0,0,0,0,2
CUS02521,14,488500.0,7,11,1.1667,4,0,0,0
CUS02522,0,0.0,184,3,0.0,0,1,0,3
CUS02523,3,126900.0,27,4,0.6,3,1,1,1
CUS02524,0,0.0,184,1,0.0,0,0,0,2
CUS02525,17,661200.0,8,12,1.3077,4,0,0,0
CUS02526,1,71650.0,145,8,0.1111,1,1,1,1
CUS02527,0,0.0,184,2,0.0,0,0,0,2
CUS02528,8,480550.0,16,4,1.6,3,0,0,0
CUS02529,5,256950.0,19,9,0.5,3,1,1,4
CUS02530,7,153950.0,2,7,0.875,4,0,0,4
CUS02531,1,9200.0,134,4,0.2,1,0,0,2
CUS02532,0,0.0,184,9,0.0,0,1,0,3
CUS02533,0,0.0,184,10,0.0,0,1,1,1
CUS02534,0,0.0,184,5,0.0,0,0,0,2
CUS02535,1,81250.0,74,5,0.1667,1,1,1,1
CUS02536,1,1300.0,118,1,0.5,1,0,0,2
CUS02537,0,0.0,184,10,0.0,0,1,0,3
CUS02538,10,478900.0,30,14,0.6667,5,1,0,4
CUS02539,1,1950.0,172,4,0.2,1,1,1,1
CUS02540,2,13250.0,38,1,1.0,2,1,1,1
CUS02541,14,720800.0,34,11,1.1667,4,0,0,0
CUS02542,1,10550.0,5,9,0.1,1,1,0,3
CUS02543,10,249450.0,5,10,0.9091,3,1,0,4
CUS02544,16,844000.0,23,7,2.0,4,0,0,0
CUS02545,8,303800.0,15,8,0.8889,3,1,0,4
CUS02546,3,26100.0,20,4,0.6,3,0,0,2
CUS02547,0,0.0,184,9,0.0,0,1,0,3
CUS02548,0,0.0,184,1,0.0,0,0,0,2
CUS02549,0,0.0,184,4,0.0,0,1,0,3
CUS02550,17,409200.0,31,5,2.8333,4,1,0,0
CUS02551,1,21400.0,119,5,0.1667,1,0,0,2
CUS02552,1,79550.0,43,9,0.1,1,1,0,3
CUS02553,4,26450.0,10,12,0.3077,2,1,1,1
CUS02554,1,1450.0,170,4,0.2,1,1,0,3
CUS02555,3,143400.0,65,11,0.25,3,1,0,4
CUS02556,1,1000.0,42,6,0.1429,1,1,0,3
CUS02557,0,0.0,184,9,0.0,0,1,1,1
CUS02558,1,1700.0,171,4,0.2,1,0,0,2
CUS02559,1,75400.0,20,7,0.125,1,1,1,1
CUS02560,0,0.0,184,5,0.0,0,1,1,1
CUS02561,1,49450.0,102,1,0.5,1,0,0,2
CUS02562,8,443100.0,2,12,0.6154,3,0,0,4
CUS02563,2,4950.0,23,1,1.0,2,0,0,2
CUS02564,8,283700.0,25,14,0.5333,3,0,0,4
CUS02565,10,272300.0,18,6,1.4286,3,0,0,0
CUS02566,1,52250.0,142,4,0.2,1,1,1,1
CUS02567,1,43400.0,82,5,0.1667,1,1,1,1
CUS02568,7,246800.0,28,15,0.4375,5,0,0,4
CUS02569,3,63500.0,47,3,0.75,2,0,0,2
CUS02570,13,1002100.0,25,9,1.3,5,0,0,0
CUS02571,0,0.0,184,4,0.0,0,0,0,2
CUS02572,0,0.0,184,4,0.0,0,1,0,3
CUS02573,5,89450.0,5,7,0.625,2,0,0,4
CUS02574,0,0.0,184,2,0.0,0,0,0,2
CUS02575,1,6000.0,169,2,0.3333,1,0,0,2
CUS02576,4,43450.0,10,5,0.6667,2,1,0,3
CUS02577,14,612750.0,19,4,2.8,4,1,0,0
CUS02578,10,433300.0,3,9,1.0,4,0,0,0
CUS02579,0,0.0,184,1,0.0,0,0,0,2
CUS02580,3,131450.0,121,1,1.5,2,1,1,1
CUS02581,5,167650.0,47,14,0.3333,3,1,1,4
CUS02582,7,95100.0,3,13,0.5,3,1,0,4
CUS02583,0,0.0,184,6,0.0,0,1,1,1
CUS02584,1,76300.0,174,5,0.1667,1,1,1,1
CUS02585,0,0.0,184,1,0.0,0,0,0,2
CUS02586,4,125950.0,33,7,0.5,3,1,0,4
CUS02587,7,100450.0,2,6,1.0,3,1,1,4
CUS02588,0,0.0,184,4,0.0,0,1,1,1
CUS02589,3,11700.0,13,1,1.5,2,0,0,2
CUS02590,5,172050.0,31,7,0.625,4,0,0,4
CUS02591,6,367250.0,81,5,1.0,2,1,0,4
CUS02592,0,0.0,184,1,0.0,0,0,0,2
CUS02593,5,82600.0,90,14,0.3333,4,1,0,4
CUS02594,10,441750.0,20,5,1.6667,6,0,0,0
CUS02595,14,439700.0,13,11,1.1667,4,0,0,0
CUS02596,0,0.0,184,1,0.0,0,0,0,2
CUS02597,3,3350.0,15,3,0.75,1,0,0,2
CUS02598,3,95350.0,23,11,0.25,3,1,0,4
CUS02599,1,13600.0,35,9,0.1,1,1,0,3
CUS02600,3,141700.0,25,14,0.2,3,1,0,4
CUS02601,0,0.0,184,1,0.0,0,1,1,1
CUS02602,0,0.0,184,8,0.0,0,1,0,3
CUS02603,4,92700.0,87,5,0.6667,4,0,0,4
CUS02604,13,704850.0,22,10,1.1818,6,0,0,0
CUS02605,3,33600.0,37,2,1.0,2,0,0,2
CUS02606,0,0.0,184,6,0.0,0,0,0,2
CUS02607,0,0.0,184,2,0.0,0,0,0,2
CUS02608,18,660900.0,7,7,2.25,4,0,0,0
CUS02609,0,0.0,184,6,0.0,0,1,0,3
CUS02610,1,500.0,117,3,0.25,1,1,0,3
CUS02611,0,0.0,184,1,0.0,0,0,0,2
CUS02612,8,212100.0,5,5,1.3333,3,1,0,4
CUS02613,6,403950.0,28,8,0.6667,4,1,0,4
CUS02614,2,105000.0,9,3,0.5,2,0,0,2
CUS02615,2,96050.0,9,3,0.5,2,0,0,2
CUS02616,3,81950.0,7,4,0.6,2,0,0,2
CUS02617,1,42500.0,40,10,0.0909,1,1,1,1
CUS02618,0,0.0,184,9,0.0,0,1,0,3
CUS02619,9,247950.0,15,13,0.6429,3,0,0,4
CUS02620,0,0.0,184,9,0.0,0,1,1,1
CUS02621,4,66300.0,16,8,0.4444,3,1,1,1
CUS02622,0,0.0,184,2,0.0,0,0,0,2
CUS02623,1,11600.0,41,10,0.0909,1,1,1,1
CUS02624,17,735800.0,4,6,2.4286,5,0,0,0
CUS02625,14,554850.0,37,6,2.0,3,0,0,0
CUS02626,16,665000.0,22,8,1.7778,4,0,0,0
CUS02627,10,389700.0,1,5,1.6667,4,0,0,0
CUS02628,8,383600.0,1,7,1.0,4,0,0,4
CUS02629,0,0.0,184,2,0.0,0,0,0,2
CUS02630,1,16400.0,77,10,0.0909,1,1,1,1
CUS02631,4,167950.0,76,10,0.3636,2,1,0,4
CUS02632,17,1002450.0,6,7,2.125,6,0,0,0
CUS02633,0,0.0,184,1,0.0,0,0,0,2
CUS02634,5,147500.0,2,12,0.3846,3,1,0,4
CUS02635,0,0.0,184,4,0.0,0,0,0,2
CUS02636,1,4500.0,150,4,0.2,1,1,1,1
CUS02637,7,199600.0,4,7,0.875,3,1,1,4
CUS02638,8,284450.0,25,12,0.6154,4,0,0,4
CUS02639,12,464150.0,4,9,1.2,4,0,0,0
CUS02640,0,0.0,184,7,0.0,0,1,0,3
CUS02641,9,176350.0,9,5,1.5,4,0,0,0
CUS02642,10,226650.0,7,13,0.7143,4,0,0,4
CUS02643,6,375650.0,2,5,1.0,5,0,0,4
CUS02644,0,0.0,184,9,0.0,0,1,0,3
CUS02645,1,400.0,156,7,0.125,1,1,1,1
CUS02646,1,12650.0,69,7,0.125,1,1,0,3
CUS02647,1,2450.0,130,7,0.125,1,1,1,1
CUS02648,6,290800.0,31,4,1.2,5,0,0,4
CUS02649,5,365900.0,101,10,0.4545,1,0,0,4
CUS02650,12,985550.0,4,8,1.3333,6,0,0,0
CUS02651,2,77350.0,99,3,0.5,1,0,0,2
CUS02652,0,0.0,184,8,0.0,0,1,1,1
CUS02653,0,0.0,184,9,0.0,0,1,0,3
CUS02654,0,0.0,184,8,0.0,0,1,1,1
CUS02655,12,316350.0,6,11,1.0,4,0,0,4
CUS02656,0,0.0,184,2,0.0,0,0,0,2
CUS02657,1,750.0,161,4,0.2,1,1,0,3
CUS02658,0,0.0,184,1,0.0,0,0,0,2
CUS02659,7,262850.0,42,6,1.0,4,1,1,4
CUS02660,7,358750.0,36,15,0.4375,4,1,0,4
CUS02661,5,264800.0,92,15,0.3125,3,0,0,4
CUS02662,5,72600.0,10,15,0.3125,2,1,1,4
CUS02663,1,95950.0,68,1,0.5,1,1,0,3
CUS02664,2,26550.0,112,4,0.4,1,0,0,2
CUS02665,10,392700.0,3,6,1.4286,4,1,1,4
CUS02666,11,587400.0,22,8,1.2222,6,0,0,0
CUS02667,0,0.0,184,1,0.0,0,0,0,2
CUS02668,10,283900.0,10,11,0.8333,3,1,0,4
CUS02669,1,1750.0,104,5,0.1667,1,1,0,3
CUS02670,0,0.0,184,3,0.0,0,0,0,2
CUS02671,1,1400.0,39,5,0.1667,1,1,0,3
CUS02672,1,21900.0,27,3,0.25,1,1,1,1
CUS02673,9,379650.0,6,7,1.125,4,1,1,4
CUS02674,0,0.0,184,4,0.0,0,1,1,1
CUS02675,0,0.0,184,6,0.0,0,1,1,1
CUS02676,0,0.0,184,5,0.0,0,1,1,1
CUS02677,1,2100.0,87,5,0.1667,1,1,0,3
CUS02678,1,29850.0,8,5,0.1667,1,0,0,2
CUS02679,8,182150.0,40,9,0.8,3,0,0,4
CUS02680,1,1900.0,167,8,0.1111,1,1,1,1
CUS02681,3,271000.0,37,12,0.2308,2,1,1,4
CUS02682,6,52200.0,29,14,0.4,2,1,0,4
CUS02683,10,680450.0,28,9,1.0,3,0,0,0
CUS02684,0,0.0,184,8,0.0,0,0,0,2
CUS02685,2,127700.0,25,1,1.0,1,0,0,2
CUS02686,9,298150.0,38,12,0.6923,3,1,0,4
CUS02687,0,0.0,184,1,0.0,0,0,0,2
CUS02688,0,0.0,184,10,0.0,0,1,0,3
CUS02689,0,0.0,184,1,0.0,0,0,0,2
CUS02690,1,8850.0,82,5,0.1667,1,0,0,2
CUS02691,8,190300.0,4,5,1.3333,3,1,0,4
CUS02692,0,0.0,184,9,0.0,0,1,1,1
CUS02693,18,610450.0,2,10,1.6364,4,1,0,0
CUS02694,0,0.0,184,9,0.0,0,1,1,1
CUS02695,1,45250.0,40,5,0.1667,1,1,0,3
CUS02696,15,699750.0,1,10,1.3636,5,1,0,0
CUS02697,0,0.0,184,3,0.0,0,1,1,1
CUS02698,18,788750.0,32,4,3.6,4,0,0,0
CUS02699,4,28900.0,49,9,0.4,3,0,0,4
CUS02700,1,26550.0,14,9,0.1,1,0,0,2
CUS02701,0,0.0,184,2,0.0,0,0,0,2
CUS02702,0,0.0,184,2,0.0,0,0,0,2
CUS02703,0,0.0,184,9,0.0,0,1,1,1
CUS02704,6,164800.0,8,11,0.5,4,0,0,4
CUS02705,3,66300.0,54,5,0.5,2,1,1,1
CUS02706,5,256650.0,11,7,0.625,3,0,0,4
CUS02707,3,22900.0,91,3,0.75,2,1,0,3
CUS02708,12,529750.0,31,10,1.0909,5,0,0,0
CUS02709,0,0.0,184,2,0.0,0,0,0,2
CUS02710,1,52500.0,172,10,0.0909,1,1,1,1
CUS02711,1,2000.0,156,8,0.1111,1,1,1,1
CUS02712,1,25750.0,28,9,0.1,1,1,1,1
CUS02713,0,0.0,184,3,0.0,0,1,1,1
CUS02714,8,220500.0,21,12,0.6154,3,1,0,4
CUS02715,1,12350.0,48,6,0.1429,1,1,1,1
CUS02716,0,0.0,184,1,0.0,0,0,0,2
CUS02717,18,474500.0,14,8,2.0,4,0,0,0
CUS02718,0,0.0,184,9,0.0,0,1,0,3
CUS02719,1,31550.0,172,5,0.1667,1,1,1,1
CUS02720,1,68500.0,105,8,0.1111,1,1,1,1
CUS02721,2,87950.0,24,1,1.0,1,0,0,2
CUS02722,1,21400.0,140,5,0.1667,1,1,1,1
CUS02723,1,48300.0,22,3,0.25,1,1,1,1
CUS02724,16,578850.0,53,5,2.6667,5,0,0,0
CUS02725,0,0.0,184,1,0.0,0,0,0,2
CUS02726,7,296350.0,28,11,0.5833,4,1,0,4
CUS02727,1,200.0,125,4,0.2,1,0,0,2
CUS02728,1,61550.0,151,6,0.1429,1,1,1,1
CUS02729,0,0.0,184,2,0.0,0,0,0,2
CUS02730,0,0.0,184,4,0.0,0,1,1,1
CUS02731,9,453250.0,36,10,0.8182,5,0,0,4
CUS02732,1,44000.0,131,10,0.0909,1,1,1,1
CUS02733,10,678400.0,3,12,0.7692,5,1,0,4
CUS02734,2,60950.0,102,3,0.5,2,0,0,2
CUS02735,0,0.0,184,5,0.0,0,1,1,1
CUS02736,8,346800.0,5,14,0.5333,5,1,0,4
CUS02737,15,577650.0,14,11,1.25,4,0,0,0
CUS02738,3,255450.0,26,9,0.3,2,0,0,4
CUS02739,1,25250.0,118,8,0.1111,1,1,1,1
CUS02740,7,192950.0,36,12,0.5385,3,0,0,4
CUS02741,3,53700.0,36,5,0.5,3,1,0,3
CUS02742,3,63000.0,59,5,0.5,2,0,0,2
CUS02743,1,63100.0,176,8,0.1111,1,1,1,1
CUS02744,1,48400.0,125,9,0.1,1,1,1,1
CUS02745,1,3150.0,104,5,0.1667,1,1,1,1
CUS02746,0,0.0,184,1,0.0,0,0,0,2
CUS02747,0,0.0,184,2,0.0,0,0,0,2
CUS02748,1,10800.0,3,4,0.2,1,1,1,1
CUS02749,2,55500.0,21,5,0.3333,2,1,1,1
CUS02750,10,334950.0,4,8,1.1111,3,0,0,4
CUS02751,0,0.0,184,1,0.0,0,0,0,2
CUS02752,0,0.0,184,1,0.0,0,0,0,2
CUS02753,9,486600.0,19,7,1.125,6,1,0,4
CUS02754,0,0.0,184,9,0.0,0,1,1,1
CUS02755,1,1600.0,92,6,0.1429,1,1,1,1
CUS02756,1,90650.0,13,6,0.1429,1,1,0,3
CUS02757,0,0.0,184,10,0.0,0,1,0,3
CUS02758,5,199350.0,13,10,0.4545,4,1,0,4
CUS02759,5,202500.0,9,7,0.625,2,1,0,4
CUS02760,5,163000.0,46,12,0.3846,4,0,0,4
CUS02761,1,14500.0,31,4,0.2,1,1,0,3
CUS02762,0,0.0,184,3,0.0,0,1,1,1
CUS02763,3,176700.0,8,13,0.2143,2,1,1,4
CUS02764,3,135800.0,17,1,1.5,3,0,0,2
CUS02765,9,179600.0,8,5,1.5,3,0,0,4
CUS02766,15,622250.0,15,5,2.5,4,0,0,0
CUS02767,0,0.0,184,4,0.0,0,0,0,2
CUS02768,0,0.0,184,2,0.0,0,0,0,2
CUS02769,10,461650.0,1,14,0.6667,4,1,0,4
CUS02770,3,56900.0,22,11,0.25,3,0,0,4
CUS02771,1,6450.0,156,4,0.2,1,1,1,1
CUS02772,1,90000.0,69,4,0.2,1,1,1,1
CUS02773,9,61750.0,26,14,0.6,2,1,0,4
CUS02774,2,13950.0,20,4,0.4,2,1,0,3
CUS02775,4,21500.0,73,9,0.4,2,1,0,3
CUS02776,3,60150.0,107,8,0.3333,2,1,0,3
CUS02777,1,47850.0,32,9,0.1,1,1,0,3
CUS02778,1,1150.0,161,4,0.2,1,1,0,3
CUS02779,3,144250.0,48,4,0.6,3,1,0,3
CUS02780,0,0.0,184,4,0.0,0,1,1,1
CUS02781,1,19200.0,38,8,0.1111,1,1,1,1
CUS02782,0,0.0,184,7,0.0,0,1,0,3
CUS02783,2,134650.0,118,3,0.5,2,0,0,2
CUS02784,3,148400.0,11,8,0.3333,2,1,0,4
CUS02785,7,218600.0,61,6,1.0,3,1,0,4
CUS02786,0,0.0,184,9,0.0,0,1,1,1
CUS02787,3,49700.0,58,2,1.0,2,0,0,2
CUS02788,5,301150.0,74,15,0.3125,4,1,1,4
CUS02789,6,419750.0,10,6,0.8571,4,1,0,4
CUS02790,0,0.0,184,1,0.0,0,0,0,2
CUS02791,10,544050.0,50,8,1.1111,5,0,0,0
CUS02792,0,0.0,184,1,0.0,0,0,0,2
CUS02793,0,0.0,184,1,0.0,0,1,1,1
CUS02794,3,76100.0,47,3,0.75,2,0,0,2
CUS02795,7,206550.0,1,7,0.875,4,1,1,4
CUS02796,1,40400.0,17,10,0.0909,1,1,1,1
CUS02797,1,950.0,23,5,0.1667,1,1,1,1
CUS02798,0,0.0,184,1,0.0,0,0,0,2
CUS02799,0,0.0,184,6,0.0,0,1,1,1
CUS02800,0,0.0,184,5,0.0,0,1,1,1
CUS02801,4,75800.0,5,8,0.4444,3,0,0,4
CUS02802,8,290950.0,40,14,0.5333,4,0,0,4
CUS02803,0,0.0,184,10,0.0,0,1,0,3
CUS02804,13,212150.0,3,6,1.8571,3,0,0,0
CUS02805,8,228650.0,5,8,0.8889,4,1,1,4
CUS02806,0,0.0,184,3,0.0,0,0,0,2
CUS02807,3,102250.0,6,1,1.5,2,0,0,2
CUS02808,2,111400.0,22,3,0.5,1,1,1,1
CUS02809,1,2750.0,12,5,0.1667,1,0,0,2
CUS02810,0,0.0,184,8,0.0,0,1,1,1
CUS02811,0,0.0,184,1,0.0,0,0,0,2
CUS02812,10,697450.0,7,11,0.8333,4,1,0,4
CUS02813,0,0.0,184,1,0.0,0,0,0,2
CUS02814,11,579750.0,17,7,1.375,4,0,0,0
CUS02815,0,0.0,184,10,0.0,0,1,1,1
CUS02816,0,0.0,184,1,0.0,0,0,0,2
CUS02817,7,357900.0,29,4,1.4,4,0,0,0
CUS02818,0,0.0,184,6,0.0,0,1,0,3
CUS02819,1,40450.0,80,3,0.25,1,1,0,3
CUS02820,16,499800.0,17,4,3.2,4,0,0,0
CUS02821,9,332800.0,3,6,1.2857,3,1,0,4
CUS02822,0,0.0,184,9,0.0,0,1,0,3
CUS02823,3,100500.0,100,4,0.6,1,0,0,2
CUS02824,1,3600.0,7,10,0.0909,1,1,1,1
CUS02825,5,184350.0,11,8,0.5556,3,1,1,4
CUS02826,7,331100.0,25,6,1.0,5,0,0,4
CUS02827,0,0.0,184,2,0.0,0,0,0,2
CUS02828,1,54100.0,93,7,0.125,1,1,1,1
CUS02829,6,302600.0,25,11,0.5,4,1,0,4
CUS02830,2,24000.0,58,2,0.6667,2,0,0,2
CUS02831,0,0.0,184,1,0.0,0,0,0,2
CUS02832,10,284900.0,2,15,0.625,4,0,0,4
CUS02833,1,28050.0,62,5,0.1667,1,1,1,1
CUS02834,7,395650.0,38,10,0.6364,4,0,0,4
CUS02835,1,9400.0,126,8,0.1111,1,1,1,1
CUS02836,1,32750.0,91,10,0.0909,1,1,1,1
CUS02837,3,85250.0,36,1,1.5,3,0,0,2
CUS02838,2,57550.0,75,5,0.3333,2,0,0,2
CUS02839,1,250.0,20,8,0.1111,1,1,0,3
CUS02840,1,64500.0,71,3,0.25,1,1,1,1
CUS02841,0,0.0,184,2,0.0,0,0,0,2
CUS02842,1,63950.0,57,10,0.0909,1,1,0,3
CUS02843,0,0.0,184,2,0.0,0,0,0,2
CUS02844,0,0.0,184,4,0.0,0,0,0,2
CUS02845,3,7750.0,18,3,0.75,2,0,0,2
CUS02846,4,135650.0,40,15,0.25,3,0,0,4
CUS02847,7,181300.0,40,12,0.5385,3,0,0,4
CUS02848,13,513700.0,27,9,1.3,4,0,0,0
CUS02849,1,114150.0,117,6,0.1429,1,0,0,2
CUS02850,6,97300.0,31,8,0.6667,3,1,0,4
CUS02851,3,82950.0,51,8,0.3333,2,1,0,3
CUS02852,8,333050.0,80,14,0.5333,4,1,0,4
CUS02853,0,0.0,184,10,0.0,0,1,1,1
CUS02854,0,0.0,184,2,0.0,0,0,0,2
CUS02855,0,0.0,184,1,0.0,0,0,0,2
CUS02856,1,15050.0,130,9,0.1,1,1,0,3
CUS02857,1,34200.0,127,7,0.125,1,1,0,3
CUS02858,1,8000.0,113,5,0.1667,1,1,1,1
CUS02859,3,52200.0,30,4,0.6,2,0,0,2
CUS02860,0,0.0,184,2,0.0,0,0,0,2
CUS02861,1,27900.0,102,3,0.25,1,1,1,1
CUS02862,10,359700.0,14,5,1.6667,4,0,0,0
CUS02863,0,0.0,184,4,0.0,0,1,0,3
CUS02864,1,69750.0,118,7,0.125,1,1,0,3
CUS02865,15,486250.0,1,5,2.5,3,1,0,0
CUS02866,1,29550.0,141,4,0.2,1,1,1,1
CUS02867,1,84600.0,39,7,0.125,1,1,1,1
CUS02868,8,343800.0,45,8,0.8889,2,1,1,4
CUS02869,10,630800.0,31,10,0.9091,4,0,0,0
CUS02870,9,248250.0,24,13,0.6429,3,1,0,4
CUS02871,1,35850.0,156,4,0.2,1,1,1,1
CUS02872,6,252050.0,38,5,1.0,3,0,0,4
CUS02873,3,104750.0,10,4,0.6,2,1,0,3
CUS02874,0,0.0,184,10,0.0,0,1,1,1
CUS02875,1,30200.0,115,9,0.1,1,1,0,3
CUS02876,5,205700.0,5,7,0.625,2,1,1,4
CUS02877,6,148550.0,97,7,0.75,3,1,0,4
CUS02878,0,0.0,184,3,0.0,0,0,0,2
CUS02879,0,0.0,184,9,0.0,0,1,1,1
CUS02880,0,0.0,184,10,0.0,0,1,0,3
CUS02881,0,0.0,184,8,0.0,0,1,0,3
CUS02882,9,395850.0,11,10,0.8182,6,0,0,4
CUS02883,0,0.0,184,10,0.0,0,1,0,3
CUS02884,1,200.0,51,3,0.25,1,1,0,3
CUS02885,1,56400.0,111,10,0.0909,1,1,0,3
CUS02886,0,0.0,184,3,0.0,0,0,0,2
CUS02887,0,0.0,184,7,0.0,0,1,1,1
CUS02888,3,89850.0,17,3,0.75,3,0,0,2
CUS02889,9,604050.0,2,5,1.5,3,0,0,0
CUS02890,0,0.0,184,1,0.0,0,0,0,2
CUS02891,1,42650.0,91,10,0.0909,1,1,0,3
CUS02892,5,48000.0,30,10,0.4545,3,1,1,4
CUS02893,10,314150.0,13,6,1.4286,3,1,0,4
CUS02894,0,0.0,184,10,0.0,0,1,0,3
CUS02895,0,0.0,184,1,0.0,0,0,0,2
CUS02896,0,0.0,184,2,0.0,0,0,0,2
CUS02897,0,0.0,184,2,0.0,0,0,0,2
CUS02898,3,85650.0,64,1,1.5,3,0,0,2
CUS02899,6,331600.0,53,6,0.8571,4,0,0,4
CUS02900,0,0.0,184,2,0.0,0,0,0,2
CUS02901,2,49300.0,51,2,0.6667,1,0,0,2
CUS02902,18,689900.0,8,10,1.6364,4,0,0,0
CUS02903,8,233700.0,54,13,0.5714,3,0,0,4
CUS02904,1,39300.0,57,3,0.25,1,1,1,1
CUS02905,17,790600.0,45,11,1.4167,4,0,0,0
CUS02906,5,104250.0,25,14,0.3333,4,1,0,4
CUS02907,7,224150.0,3,13,0.5,4,1,0,4
CUS02908,1,400.0,41,3,0.25,1,0,0,2
CUS02909,0,0.0,184,2,0.0,0,0,0,2
CUS02910,10,407000.0,16,8,1.1111,4,0,0,0
CUS02911,0,0.0,184,8,0.0,0,1,1,1
CUS02912,16,679250.0,12,12,1.2308,5,0,0,0
CUS02913,0,0.0,184,3,0.0,0,1,0,3
CUS02914,3,151400.0,67,2,1.0,3,0,0,2
CUS02915,1,29950.0,45,6,0.1429,1,1,0,3
CUS02916,0,0.0,184,10,0.0,0,1,1,1
CUS02917,0,0.0,184,4,0.0,0,0,0,2
CUS02918,3,213150.0,30,6,0.4286,3,0,0,4
CUS02919,3,139800.0,53,4,0.6,2,0,0,2
CUS02920,17,1122300.0,3,4,3.4,4,1,0,0
CUS02921,0,0.0,184,2,0.0,0,0,0,2
CUS02922,2,163550.0,69,5,0.3333,2,0,0,2
CUS02923,12,228200.0,3,7,1.5,5,0,0,0
CUS02924,0,0.0,184,5,0.0,0,1,1,1
CUS02925,4,357350.0,16,7,0.5,2,1,0,4
CUS02926,0,0.0,184,5,0.0,0,1,1,1
CUS02927,0,0.0,184,5,0.0,0,1,1,1
CUS02928,1,4100.0,90,5,0.1667,1,0,0,2
CUS02929,0,0.0,184,2,0.0,0,0,0,2
CUS02930,1,850.0,157,10,0.0909,1,1,1,1
CUS02931,2,4000.0,88,1,1.0,1,0,0,2
CUS02932,0,0.0,184,5,0.0,0,0,0,2
CUS02933,0,0.0,184,4,0.0,0,1,0,3
CUS02934,0,0.0,184,8,0.0,0,1,1,1
CUS02935,13,389600.0,6,11,1.0833,4,0,0,0
CUS02936,2,50450.0,105,5,0.3333,2,0,0,2
CUS02937,1,61800.0,154,4,0.2,1,0,0,2
CUS02938,0,0.0,184,7,0.0,0,1,1,1
CUS02939,5,275150.0,65,6,0.7143,5,1,0,4
CUS02940,6,158100.0,3,7,0.75,3,0,0,4
CUS02941,16,596600.0,3,7,2.0,4,1,0,0
CUS02942,1,64600.0,137,4,0.2,1,1,1,1
CUS02943,8,519300.0,18,8,0.8889,4,1,1,4
CUS02944,0,0.0,184,2,0.0,0,0,0,2
CUS02945,0,0.0,184,4,0.0,0,1,0,3
CUS02946,3,113800.0,47,2,1.0,2,0,0,2
CUS02947,1,26950.0,99,4,0.2,1,1,1,1
CUS02948,1,18050.0,19,10,0.0909,1,1,0,3
CUS02949,13,283250.0,14,9,1.3,4,0,0,0
CUS02950,6,239650.0,9,14,0.4,4,1,0,4
CUS02951,1,8650.0,120,1,0.5,1,0,0,2
CUS02952,0,0.0,184,1,0.0,0,0,0,2
CUS02953,5,77050.0,53,4,1.0,4,0,0,4
CUS02954,10,266700.0,49,6,1.4286,4,0,0,0
CUS02955,1,141050.0,6,5,0.1667,1,1,1,1
CUS02956,3,59800.0,24,5,0.5,3,0,0,2
CUS02957,1,42550.0,171,2,0.3333,1,0,0,2
CUS02958,5,287550.0,17,8,0.5556,5,0,0,4
CUS02959,1,300.0,61,8,0.1111,1,1,1,1
CUS02960,9,76050.0,40,8,1.0,3,1,0,4
CUS02961,0,0.0,184,1,0.0,0,0,0,2
CUS02962,1,1700.0,57,1,0.5,1,1,1,1
CUS02963,1,49300.0,115,10,0.0909,1,1,0,3
CUS02964,1,12850.0,113,4,0.2,1,1,1,1
CUS02965,0,0.0,184,1,0.0,0,0,0,2
CUS02966,1,6050.0,96,4,0.2,1,1,1,1
CUS02967,0,0.0,184,1,0.0,0,0,0,2
CUS02968,0,0.0,184,5,0.0,0,1,1,1
CUS02969,1,26400.0,40,9,0.1,1,1,1,1
CUS02970,0,0.0,184,2,0.0,0,0,0,2
CUS02971,6,288650.0,63,5,1.0,3,1,0,4
CUS02972,6,111250.0,60,12,0.4615,4,1,1,4
CUS02973,1,62000.0,183,9,0.1,1,1,1,1
CUS02974,8,177100.0,3,11,0.6667,3,0,0,4
CUS02975,3,68450.0,74,5,0.5,1,1,0,3
CUS02976,1,1000.0,150,7,0.125,1,1,1,1
CUS02977,0,0.0,184,2,0.0,0,0,0,2
CUS02978,0,0.0,184,10,0.0,0,1,1,1
CUS02979,0,0.0,184,9,0.0,0,1,0,3
CUS02980,0,0.0,184,2,0.0,0,0,0,2
CUS02981,0,0.0,184,4,0.0,0,1,1,1
CUS02982,2,125750.0,20,3,0.5,2,1,1,1
CUS02983,0,0.0,184,1,0.0,0,0,0,2
CUS02984,1,8500.0,49,6,0.1429,1,1,0,3
CUS02985,0,0.0,184,1,0.0,0,0,0,2
CUS02986,0,0.0,184,2,0.0,0,0,0,2
CUS02987,0,0.0,184,2,0.0,0,0,0,2
CUS02988,9,288150.0,68,14,0.6,4,0,0,4
CUS02989,1,42750.0,30,9,0.1,1,1,1,1
CUS02990,1,60750.0,81,5,0.1667,1,0,0,2
CUS02991,0,0.0,184,3,0.0,0,1,1,1
CUS02992,0,0.0,184,6,0.0,0,1,0,3
CUS02993,6,337200.0,57,11,0.5,4,0,0,4
