loan_id,customer_id,loan_taken,loan_amount,loan_defaulted
LON01434,CUS01434,No,,
LON01435,CUS01435,No,,
LON01436,CUS01436,Yes,30000.0,No
LON01437,CUS01437,Yes,10000.0,No
LON01438,CUS01438,Yes,10000.0,Yes
LON01439,CUS01439,Yes,10000.0,No
LON01440,CUS01440,Yes,10000.0,Yes
LON01441,CUS01441,No,,
LON01442,CUS01442,Yes,20000.0,No
LON01443,CUS01443,Yes,10000.0,Yes
LON01444,CUS01444,No,,
LON01445,CUS01445,No,,
LON01446,CUS01446,No,,
LON01447,CUS01447,Yes,10000.0,Yes
LON01448,CUS01448,Yes,20000.0,No
LON01449,CUS01449,No,,
LON01450,CUS01450,No,,
LON01451,CUS01451,Yes,10000.0,Yes
LON01452,CUS01452,Yes,10000.0,No
LON01453,CUS01453,Yes,10000.0,No
LON01454,CUS01454,Yes,10000.0,Yes
LON01455,CUS01455,Yes,10000.0,Yes
LON01456,CUS01456,No,,
LON01457,CUS01457,No,,
LON01458,CUS01458,No,,
LON01459,CUS01459,No,,
LON01460,CUS01460,No,,
LON01461,CUS01461,No,,
LON01462,CUS01462,Yes,10000.0,Yes
LON01463,CUS01463,Yes,10000.0,Yes
LON01464,CUS01464,No,,
LON01465,CUS01465,Yes,20000.0,No
LON01466,CUS01466,Yes,10000.0,Yes
LON01467,CUS01467,No,,
LON01468,CUS01468,Yes,20000.0,Yes
LON01469,CUS01469,Yes,20000.0,No
LON01470,CUS01470,Yes,10000.0,No
LON01471,CUS01471,No,,
LON01472,CUS01472,Yes,10000.0,Yes
LON01473,CUS01473,No,,
LON01474,CUS01474,Yes,20000.0,No
LON01475,CUS01475,No,,
LON01476,CUS01476,No,,
LON01477,CUS01477,Yes,10000.0,No
LON01478,CUS01478,Yes,10000.0,Yes
LON01479,CUS01479,Yes,10000.0,Yes
LON01480,CUS01480,Yes,20000.0,Yes
LON01481,CUS01481,Yes,10000.0,No
LON01482,CUS01482,No,,
LON01483,CUS01483,No,,
LON01484,CUS01484,No,,
LON01485,CUS01485,No,,
LON01486,CUS01486,Yes,20000.0,Yes
LON01487,CUS01487,Yes,10000.0,No
LON01488,CUS01488,No,,
LON01489,CUS01489,Yes,20000.0,No
LON01490,CUS01490,Yes,20000.0,Yes
LON01491,CUS01491,No,,
LON01492,CUS01492,Yes,40000.0,No
LON01493,CUS01493,No,,
LON01494,CUS01494,Yes,20000.0,Yes
LON01495,CUS01495,No,,
LON01496,CUS01496,Yes,10000.0,No
LON01497,CUS01497,Yes,20000.0,Yes
LON01498,CUS01498,No,,
LON01499,CUS01499,Yes,10000.0,Yes
LON01500,CUS01500,Yes,20000.0,Yes
LON01501,CUS01501,No,,
LON01502,CUS01502,No,,
LON01503,CUS01503,No,,
LON01504,CUS01504,No,,
LON01505,CUS01505,No,,
LON01506,CUS01506,Yes,40000.0,No
LON01507,CUS01507,Yes,40000.0,No
LON01508,CUS01508,No,,
LON01509,CUS01509,Yes,10000.0,No
LON01510,CUS01510,Yes,20000.0,No
LON01511,CUS01511,Yes,10000.0,Yes
LON01512,CUS01512,Yes,40000.0,Yes
LON01513,CUS01513,Yes,30000.0,No
LON01514,CUS01514,Yes,40000.0,Yes
LON01515,CUS01515,Yes,20000.0,No
LON01516,CUS01516,Yes,50000.0,Yes
LON01517,CUS01517,Yes,10000.0,No
LON01518,CUS01518,Yes,20000.0,Yes
LON01519,CUS01519,No,,
LON01520,CUS01520,No,,
LON01521,CUS01521,Yes,30000.0,Yes
LON01522,CUS01522,No,,
LON01523,CUS01523,Yes,10000.0,Yes
LON01524,CUS01524,No,,
LON01525,CUS01525,Yes,40000.0,No
LON01526,CUS01526,Yes,20000.0,Yes
LON01527,CUS01527,Yes,20000.0,Yes
LON01528,CUS01528,Yes,30000.0,No
LON01529,CUS01529,Yes,10000.0,Yes
LON01530,CUS01530,Yes,10000.0,Yes
LON01531,CUS01531,No,,
LON01532,CUS01532,Yes,20000.0,Yes
LON01533,CUS01533,No,,
LON01534,CUS01534,Yes,20000.0,No
LON01535,CUS01535,Yes,20000.0,Yes
LON01536,CUS01536,Yes,20000.0,Yes
LON01537,CUS01537,Yes,40000.0,No
LON01538,CUS01538,Yes,30000.0,No
LON01539,CUS01539,No,,
LON01540,CUS01540,Yes,20000.0,Yes
LON01541,CUS01541,Yes,20000.0,No
LON01542,CUS01542,Yes,20000.0,No
LON01543,CUS01543,No,,
LON01544,CUS01544,Yes,10000.0,No
LON01545,CUS01545,Yes,20000.0,Yes
LON01546,CUS01546,Yes,20000.0,No
LON01547,CUS01547,No,,
LON01548,CUS01548,Yes,20000.0,Yes
LON01549,CUS01549,No,,
LON01550,CUS01550,No,,
LON01551,CUS01551,No,,
LON01552,CUS01552,No,,
LON01553,CUS01553,Yes,20000.0,No
LON01554,CUS01554,No,,
LON01555,CUS01555,Yes,10000.0,No
LON01556,CUS01556,Yes,30000.0,Yes
LON01557,CUS01557,Yes,30000.0,No
LON01558,CUS01558,Yes,40000.0,No
LON01559,CUS01559,No,,
LON01560,CUS01560,No,,
LON01561,CUS01561,Yes,20000.0,Yes
LON01562,CUS01562,No,,
LON01563,CUS01563,No,,
LON01564,CUS01564,Yes,20000.0,No
LON01565,CUS01565,Yes,40000.0,No
LON01566,CUS01566,No,,
LON01567,CUS01567,Yes,40000.0,Yes
LON01568,CUS01568,No,,
LON01569,CUS01569,Yes,20000.0,Yes
LON01570,CUS01570,No,,
LON01571,CUS01571,No,,
LON01572,CUS01572,Yes,20000.0,No
LON01573,CUS01573,No,,
LON01574,CUS01574,No,,
LON01575,CUS01575,No,,
LON01576,CUS01576,Yes,10000.0,Yes
LON01577,CUS01577,Yes,30000.0,Yes
LON01578,CUS01578,No,,
LON01579,CUS01579,Yes,20000.0,Yes
LON01580,CUS01580,No,,
LON01581,CUS01581,Yes,20000.0,Yes
LON01582,CUS01582,No,,
LON01583,CUS01583,No,,
LON01584,CUS01584,No,,
LON01585,CUS01585,Yes,10000.0,No
LON01586,CUS01586,No,,
LON01587,CUS01587,Yes,40000.0,No
LON01588,CUS01588,Yes,50000.0,Yes
LON01589,CUS01589,Yes,30000.0,Yes
LON01590,CUS01590,Yes,10000.0,Yes
LON01591,CUS01591,Yes,40000.0,Yes
LON01592,CUS01592,No,,
LON01593,CUS01593,Yes,40000.0,No
LON01594,CUS01594,No,,
LON01595,CUS01595,No,,
LON01596,CUS01596,Yes,10000.0,Yes
LON01597,CUS01597,Yes,20000.0,Yes
LON01598,CUS01598,No,,
LON01599,CUS01599,No,,
LON01600,CUS01600,Yes,20000.0,Yes
LON01601,CUS01601,Yes,20000.0,No
LON01602,CUS01602,No,,
LON01603,CUS01603,Yes,50000.0,No
LON01604,CUS01604,Yes,10000.0,Yes
LON01605,CUS01605,No,,
LON01606,CUS01606,Yes,10000.0,No
LON01607,CUS01607,No,,
LON01608,CUS01608,Yes,30000.0,No
LON01609,CUS01609,Yes,10000.0,No
LON01610,CUS01610,No,,
LON01611,CUS01611,Yes,20000.0,No
LON01612,CUS01612,No,,
LON01613,CUS01613,No,,
LON01614,CUS01614,No,,
LON01615,CUS01615,Yes,10000.0,No
LON01616,CUS01616,No,,
LON01617,CUS01617,Yes,20000.0,Yes
LON01618,CUS01618,Yes,10000.0,Yes
LON01619,CUS01619,No,,
LON01620,CUS01620,Yes,10000.0,No
LON01621,CUS01621,Yes,20000.0,Yes
LON01622,CUS01622,No,,
LON01623,CUS01623,No,,
LON01624,CUS01624,Yes,40000.0,No
LON01625,CUS01625,No,,
LON01626,CUS01626,Yes,20000.0,Yes
LON01627,CUS01627,Yes,30000.0,No
LON01628,CUS01628,Yes,20000.0,Yes
LON01629,CUS01629,Yes,10000.0,Yes
LON01630,CUS01630,No,,
LON01631,CUS01631,No,,
LON01632,CUS01632,No,,
LON01633,CUS01633,Yes,10000.0,Yes
LON01634,CUS01634,No,,
LON01635,CUS01635,Yes,20000.0,Yes
LON01636,CUS01636,No,,
LON01637,CUS01637,No,,
LON01638,CUS01638,Yes,20000.0,No
LON01639,CUS01639,No,,
LON01640,CUS01640,No,,
LON01641,CUS01641,No,,
LON01642,CUS01642,Yes,10000.0,Yes
LON01643,CUS01643,Yes,20000.0,Yes
LON01644,CUS01644,Yes,20000.0,No
LON01645,CUS01645,Yes,20000.0,Yes
LON01646,CUS01646,Yes,20000.0,No
LON01647,CUS01647,No,,
LON01648,CUS01648,Yes,20000.0,Yes
LON01649,CUS01649,Yes,10000.0,Yes
LON01650,CUS01650,No,,
LON01651,CUS01651,Yes,20000.0,Yes
LON01652,CUS01652,No,,
LON01653,CUS01653,Yes,20000.0,Yes
LON01654,CUS01654,Yes,10000.0,Yes
LON01655,CUS01655,No,,
LON01656,CUS01656,Yes,20000.0,No
LON01657,CUS01657,Yes,40000.0,No
LON01658,CUS01658,No,,
LON01659,CUS01659,Yes,30000.0,No
LON01660,CUS01660,No,,
LON01661,CUS01661,No,,
LON01662,CUS01662,Yes,10000.0,No
LON01663,CUS01663,No,,
LON01664,CUS01664,Yes,10000.0,No
LON01665,CUS01665,Yes,10000.0,No
LON01666,CUS01666,Yes,20000.0,No
LON01667,CUS01667,Yes,10000.0,Yes
LON01668,CUS01668,No,,
LON01669,CUS01669,No,,
LON01670,CUS01670,Yes,10000.0,Yes
LON01671,CUS01671,No,,
LON01672,CUS01672,Yes,20000.0,Yes
LON01673,CUS01673,Yes,20000.0,Yes
LON01674,CUS01674,No,,
LON01675,CUS01675,Yes,10000.0,Yes
LON01676,CUS01676,No,,
LON01677,CUS01677,No,,
LON01678,CUS01678,Yes,40000.0,Yes
LON01679,CUS01679,No,,
LON01680,CUS01680,Yes,30000.0,Yes
LON01681,CUS01681,Yes,20000.0,No
LON01682,CUS01682,Yes,10000.0,Yes
LON01683,CUS01683,No,,
LON01684,CUS01684,Yes,10000.0,Yes
LON01685,CUS01685,No,,
LON01686,CUS01686,No,,
LON01687,CUS01687,No,,
LON01688,CUS01688,No,,
LON01689,CUS01689,No,,
LON01690,CUS01690,No,,
LON01691,CUS01691,Yes,40000.0,Yes
LON01692,CUS01692,No,,
LON01693,CUS01693,Yes,10000.0,Yes
LON01694,CUS01694,Yes,10000.0,No
LON01695,CUS01695,No,,
LON01696,CUS01696,No,,
LON01697,CUS01697,No,,
LON01698,CUS01698,No,,
LON01699,CUS01699,Yes,10000.0,No
LON01700,CUS01700,Yes,20000.0,No
LON01701,CUS01701,No,,
LON01702,CUS01702,Yes,10000.0,No
LON01703,CUS01703,No,,
LON01704,CUS01704,No,,
LON01705,CUS01705,No,,
LON01706,CUS01706,No,,
LON01707,CUS01707,Yes,20000.0,Yes
LON01708,CUS01708,No,,
LON01709,CUS01709,No,,
LON01710,CUS01710,Yes,40000.0,No
LON01711,CUS01711,Yes,10000.0,No
LON01712,CUS01712,Yes,20000.0,Yes
LON01713,CUS01713,No,,
LON01714,CUS01714,Yes,10000.0,Yes
LON01715,CUS01715,Yes,30000.0,Yes
LON01716,CUS01716,Yes,20000.0,Yes
LON01717,CUS01717,No,,
LON01718,CUS01718,No,,
LON01719,CUS01719,No,,
LON01720,CUS01720,Yes,20000.0,Yes
LON01721,CUS01721,Yes,20000.0,No
LON01722,CUS01722,No,,
LON01723,CUS01723,No,,
LON01724,CUS01724,Yes,20000.0,Yes
LON01725,CUS01725,Yes,40000.0,Yes
LON01726,CUS01726,Yes,10000.0,Yes
LON01727,CUS01727,Yes,20000.0,Yes
LON01728,CUS01728,No,,
LON01729,CUS01729,No,,
LON01730,CUS01730,Yes,10000.0,No
LON01731,CUS01731,Yes,10000.0,No
LON01732,CUS01732,Yes,10000.0,Yes
LON01733,CUS01733,No,,
LON01734,CUS01734,No,,
LON01735,CUS01735,Yes,40000.0,Yes
LON01736,CUS01736,Yes,20000.0,Yes
LON01737,CUS01737,No,,
LON01738,CUS01738,Yes,10000.0,Yes
LON01739,CUS01739,Yes,10000.0,Yes
LON01740,CUS01740,No,,
LON01741,CUS01741,Yes,20000.0,No
LON01742,CUS01742,Yes,20000.0,No
LON01743,CUS01743,Yes,20000.0,Yes
LON01744,CUS01744,No,,
LON01745,CUS01745,No,,
LON01746,CUS01746,Yes,10000.0,Yes
LON01747,CUS01747,No,,
LON01748,CUS01748,No,,
LON01749,CUS01749,Yes,40000.0,No
LON01750,CUS01750,No,,
LON01751,CUS01751,Yes,40000.0,No
LON01752,CUS01752,No,,
LON01753,CUS01753,No,,
LON01754,CUS01754,No,,
LON01755,CUS01755,Yes,10000.0,Yes
LON01756,CUS01756,Yes,10000.0,Yes
LON01757,CUS01757,No,,
LON01758,CUS01758,No,,
LON01759,CUS01759,No,,
LON01760,CUS01760,No,,
LON01761,CUS01761,Yes,20000.0,Yes
LON01762,CUS01762,Yes,10000.0,No
LON01763,CUS01763,No,,
LON01764,CUS01764,No,,
LON01765,CUS01765,No,,
LON01766,CUS01766,Yes,20000.0,Yes
LON01767,CUS01767,Yes,10000.0,No
LON01768,CUS01768,Yes,10000.0,Yes
LON01769,CUS01769,No,,
LON01770,CUS01770,Yes,30000.0,No
LON01771,CUS01771,No,,
LON01772,CUS01772,Yes,20000.0,Yes
LON01773,CUS01773,Yes,10000.0,No
LON01774,CUS01774,Yes,20000.0,Yes
LON01775,CUS01775,Yes,10000.0,No
LON01776,CUS01776,Yes,20000.0,No
LON01777,CUS01777,No,,
LON01778,CUS01778,Yes,20000.0,Yes
LON01779,CUS01779,Yes,20000.0,No
LON01780,CUS01780,No,,
LON01781,CUS01781,Yes,10000.0,No
LON01782,CUS01782,No,,
LON01783,CUS01783,No,,
LON01784,CUS01784,Yes,10000.0,Yes
LON01785,CUS01785,No,,
LON01786,CUS01786,Yes,30000.0,No
LON01787,CUS01787,Yes,20000.0,No
LON01788,CUS01788,Yes,30000.0,No
LON01789,CUS01789,No,,
LON01790,CUS01790,No,,
LON01791,CUS01791,No,,
LON01792,CUS01792,No,,
LON01793,CUS01793,Yes,40000.0,Yes
LON01794,CUS01794,Yes,30000.0,No
LON01795,CUS01795,Yes,20000.0,No
LON01796,CUS01796,Yes,20000.0,Yes
LON01797,CUS01797,Yes,30000.0,Yes
LON01798,CUS01798,Yes,10000.0,No
LON01799,CUS01799,No,,
LON01800,CUS01800,No,,
LON01801,CUS01801,Yes,20000.0,Yes
LON01802,CUS01802,Yes,30000.0,No
LON01803,CUS01803,Yes,40000.0,Yes
LON01804,CUS01804,Yes,10000.0,Yes
LON01805,CUS01805,No,,
LON01806,CUS01806,Yes,20000.0,Yes
LON01807,CUS01807,Yes,20000.0,No
LON01808,CUS01808,Yes,20000.0,No
LON01809,CUS01809,Yes,10000.0,No
LON01810,CUS01810,Yes,10000.0,No
LON01811,CUS01811,Yes,10000.0,No
LON01812,CUS01812,Yes,10000.0,Yes
LON01813,CUS01813,No,,
LON01814,CUS01814,Yes,10000.0,No
LON01815,CUS01815,Yes,20000.0,No
LON01816,CUS01816,Yes,20000.0,Yes
LON01817,CUS01817,Yes,30000.0,No
LON01818,CUS01818,Yes,10000.0,Yes
LON01819,CUS01819,Yes,40000.0,No
LON01820,CUS01820,No,,
LON01821,CUS01821,Yes,40000.0,Yes
LON01822,CUS01822,Yes,20000.0,No
LON01823,CUS01823,Yes,30000.0,Yes
LON01824,CUS01824,No,,
LON01825,CUS01825,No,,
LON01826,CUS01826,Yes,10000.0,Yes
LON01827,CUS01827,Yes,30000.0,Yes
LON01828,CUS01828,No,,
LON01829,CUS01829,Yes,20000.0,Yes
LON01830,CUS01830,No,,
LON01831,CUS01831,Yes,10000.0,No
LON01832,CUS01832,Yes,10000.0,Yes
LON01833,CUS01833,Yes,20000.0,No
LON01834,CUS01834,No,,
LON01835,CUS01835,No,,
LON01836,CUS01836,Yes,10000.0,Yes
LON01837,CUS01837,No,,
LON01838,CUS01838,No,,
LON01839,CUS01839,No,,
LON01840,CUS01840,Yes,10000.0,No
LON01841,CUS01841,No,,
LON01842,CUS01842,Yes,30000.0,No
LON01843,CUS01843,Yes,10000.0,Yes
LON01844,CUS01844,No,,
LON01845,CUS01845,No,,
LON01846,CUS01846,Yes,10000.0,Yes
LON01847,CUS01847,No,,
LON01848,CUS01848,Yes,10000.0,Yes
LON01849,CUS01849,No,,
LON01850,CUS01850,No,,
LON01851,CUS01851,Yes,40000.0,No
LON01852,CUS01852,Yes,20000.0,Yes
LON01853,CUS01853,Yes,20000.0,Yes
LON01854,CUS01854,Yes,10000.0,Yes
LON01855,CUS01855,Yes,20000.0,Yes
LON01856,CUS01856,Yes,10000.0,No
LON01857,CUS01857,Yes,10000.0,Yes
LON01858,CUS01858,Yes,20000.0,No
LON01859,CUS01859,Yes,30000.0,No
LON01860,CUS01860,Yes,20000.0,No
LON01861,CUS01861,No,,
LON01862,CUS01862,Yes,10000.0,Yes
LON01863,CUS01863,No,,
LON01864,CUS01864,No,,
LON01865,CUS01865,Yes,10000.0,Yes
LON01866,CUS01866,No,,
LON01867,CUS01867,No,,
LON01868,CUS01868,No,,
LON01869,CUS01869,No,,
LON01870,CUS01870,Yes,20000.0,Yes
LON01871,CUS01871,No,,
LON01872,CUS01872,Yes,20000.0,No
LON01873,CUS01873,No,,
LON01874,CUS01874,Yes,10000.0,No
LON01875,CUS01875,No,,
LON01876,CUS01876,No,,
LON01877,CUS01877,Yes,10000.0,Yes
LON01878,CUS01878,Yes,10000.0,No
LON01879,CUS01879,Yes,20000.0,Yes
LON01880,CUS01880,Yes,30000.0,Yes
LON01881,CUS01881,Yes,20000.0,Yes
LON01882,CUS01882,Yes,10000.0,Yes
LON01883,CUS01883,Yes,40000.0,Yes
LON01884,CUS01884,Yes,20000.0,No
LON01885,CUS01885,Yes,20000.0,No
LON01886,CUS01886,No,,
LON01887,CUS01887,Yes,20000.0,Yes
LON01888,CUS01888,Yes,10000.0,Yes
LON01889,CUS01889,Yes,20000.0,No
LON01890,CUS01890,Yes,20000.0,No
LON01891,CUS01891,Yes,10000.0,Yes
LON01892,CUS01892,Yes,10000.0,No
LON01893,CUS01893,No,,
LON01894,CUS01894,Yes,20000.0,No
LON01895,CUS01895,Yes,20000.0,No
LON01896,CUS01896,No,,
LON01897,CUS01897,No,,
LON01898,CUS01898,No,,
LON01899,CUS01899,No,,
LON01900,CUS01900,No,,
LON01901,CUS01901,Yes,10000.0,No
LON01902,CUS01902,No,,
LON01903,CUS01903,Yes,20000.0,Yes
LON01904,CUS01904,Yes,10000.0,No
LON01905,CUS01905,Yes,20000.0,Yes
LON01906,CUS01906,No,,
LON01907,CUS01907,Yes,10000.0,Yes
LON01908,CUS01908,No,,
LON01909,CUS01909,Yes,20000.0,No
LON01910,CUS01910,Yes,20000.0,Yes
LON01911,CUS01911,No,,
LON01912,CUS01912,Yes,30000.0,Yes
LON01913,CUS01913,Yes,20000.0,Yes
LON01914,CUS01914,No,,
LON01915,CUS01915,Yes,30000.0,No
LON01916,CUS01916,No,,
LON01917,CUS01917,Yes,20000.0,No
LON01918,CUS01918,No,,
LON01919,CUS01919,Yes,30000.0,Yes
LON01920,CUS01920,No,,
LON01921,CUS01921,Yes,20000.0,No
LON01922,CUS01922,Yes,10000.0,No
LON01923,CUS01923,Yes,20000.0,Yes
LON01924,CUS01924,Yes,20000.0,No
LON01925,CUS01925,No,,
LON01926,CUS01926,No,,
LON01927,CUS01927,No,,
LON01928,CUS01928,No,,
LON01929,CUS01929,No,,
LON01930,CUS01930,Yes,10000.0,No
LON01931,CUS01931,No,,
LON01932,CUS01932,No,,
LON01933,CUS01933,No,,
LON01934,CUS01934,Yes,30000.0,No
LON01935,CUS01935,No,,
LON01936,CUS01936,Yes,10000.0,Yes
LON01937,CUS01937,No,,
LON01938,CUS01938,Yes,40000.0,No
LON01939,CUS01939,No,,
LON01940,CUS01940,No,,
LON01941,CUS01941,No,,
LON01942,CUS01942,Yes,20000.0,Yes
LON01943,CUS01943,No,,
LON01944,CUS01944,No,,
LON01945,CUS01945,Yes,20000.0,Yes
LON01946,CUS01946,Yes,20000.0,Yes
LON01947,CUS01947,Yes,20000.0,No
LON01948,CUS01948,No,,
LON01949,CUS01949,Yes,20000.0,Yes
LON01950,CUS01950,No,,
LON01951,CUS01951,Yes,20000.0,Yes
LON01952,CUS01952,Yes,20000.0,No
LON01953,CUS01953,No,,
LON01954,CUS01954,Yes,10000.0,Yes
LON01955,CUS01955,No,,
LON01956,CUS01956,Yes,20000.0,Yes
LON01957,CUS01957,Yes,10000.0,Yes
LON01958,CUS01958,No,,
LON01959,CUS01959,Yes,30000.0,Yes
LON01960,CUS01960,No,,
LON01961,CUS01961,Yes,20000.0,No
LON01962,CUS01962,No,,
LON01963,CUS01963,Yes,20000.0,Yes
LON01964,CUS01964,Yes,20000.0,No
LON01965,CUS01965,Yes,30000.0,Yes
LON01966,CUS01966,Yes,30000.0,Yes
LON01967,CUS01967,No,,
LON01968,CUS01968,No,,
LON01969,CUS01969,No,,
LON01970,CUS01970,Yes,10000.0,Yes
LON01971,CUS01971,No,,
LON01972,CUS01972,Yes,20000.0,Yes
LON01973,CUS01973,Yes,10000.0,No
LON01974,CUS01974,Yes,30000.0,Yes
LON01975,CUS01975,Yes,10000.0,Yes
LON01976,CUS01976,Yes,30000.0,Yes
LON01977,CUS01977,No,,
LON01978,CUS01978,Yes,10000.0,No
LON01979,CUS01979,No,,
LON01980,CUS01980,No,,
LON01981,CUS01981,Yes,20000.0,Yes
LON01982,CUS01982,Yes,40000.0,Yes
LON01983,CUS01983,No,,
LON01984,CUS01984,Yes,30000.0,No
LON01985,CUS01985,Yes,10000.0,No
LON01986,CUS01986,No,,
LON01987,CUS01987,Yes,20000.0,Yes
LON01988,CUS01988,Yes,20000.0,No
LON01989,CUS01989,No,,
LON01990,CUS01990,Yes,10000.0,No
LON01991,CUS01991,Yes,20000.0,Yes
LON01992,CUS01992,Yes,20000.0,Yes
LON01993,CUS01993,Yes,10000.0,No
LON01994,CUS01994,Yes,40000.0,No
LON01995,CUS01995,No,,
LON01996,CUS01996,Yes,30000.0,Yes
LON01997,CUS01997,No,,
LON01998,CUS01998,Yes,10000.0,Yes
LON01999,CUS01999,Yes,20000.0,Yes
LON02000,CUS02000,No,,
LON02001,CUS02001,Yes,20000.0,Yes
LON02002,CUS02002,No,,
LON02003,CUS02003,No,,
LON02004,CUS02004,Yes,10000.0,No
LON02005,CUS02005,Yes,40000.0,No
LON02006,CUS02006,No,,
LON02007,CUS02007,No,,
LON02008,CUS02008,No,,
LON02009,CUS02009,Yes,10000.0,No
LON02010,CUS02010,No,,
LON02011,CUS02011,Yes,10000.0,No
LON02012,CUS02012,Yes,20000.0,No
LON02013,CUS02013,Yes,10000.0,No
LON02014,CUS02014,No,,
LON02015,CUS02015,Yes,10000.0,No
LON02016,CUS02016,No,,
LON02017,CUS02017,No,,
LON02018,CUS02018,No,,
LON02019,CUS02019,Yes,30000.0,No
LON02020,CUS02020,No,,
LON02021,CUS02021,No,,
LON02022,CUS02022,Yes,40000.0,No
LON02023,CUS02023,Yes,10000.0,No
LON02024,CUS02024,Yes,10000.0,Yes
LON02025,CUS02025,Yes,10000.0,No
LON02026,CUS02026,Yes,10000.0,No
LON02027,CUS02027,No,,
LON02028,CUS02028,No,,
LON02029,CUS02029,No,,
LON02030,CUS02030,No,,
LON02031,CUS02031,Yes,10000.0,No
LON02032,CUS02032,Yes,40000.0,No
LON02033,CUS02033,Yes,10000.0,Yes
LON02034,CUS02034,Yes,20000.0,Yes
LON02035,CUS02035,No,,
LON02036,CUS02036,No,,
LON02037,CUS02037,No,,
LON02038,CUS02038,Yes,40000.0,Yes
LON02039,CUS02039,Yes,20000.0,Yes
LON02040,CUS02040,Yes,20000.0,No
LON02041,CUS02041,Yes,30000.0,No
LON02042,CUS02042,Yes,20000.0,No
LON02043,CUS02043,No,,
LON02044,CUS02044,Yes,20000.0,Yes
LON02045,CUS02045,No,,
LON02046,CUS02046,Yes,20000.0,Yes
LON02047,CUS02047,Yes,20000.0,Yes
LON02048,CUS02048,No,,
LON02049,CUS02049,Yes,10000.0,Yes
LON02050,CUS02050,No,,
LON02051,CUS02051,No,,
LON02052,CUS02052,No,,
LON02053,CUS02053,No,,
LON02054,CUS02054,No,,
LON02055,CUS02055,No,,
LON02056,CUS02056,No,,
LON02057,CUS02057,Yes,20000.0,Yes
LON02058,CUS02058,Yes,20000.0,Yes
LON02059,CUS02059,Yes,40000.0,No
LON02060,CUS02060,Yes,20000.0,No
LON02061,CUS02061,Yes,20000.0,Yes
LON02062,CUS02062,No,,
LON02063,CUS02063,No,,
LON02064,CUS02064,No,,
LON02065,CUS02065,Yes,10000.0,Yes
LON02066,CUS02066,Yes,20000.0,No
LON02067,CUS02067,No,,
LON02068,CUS02068,No,,
LON02069,CUS02069,Yes,20000.0,Yes
LON02070,CUS02070,Yes,20000.0,Yes
LON02071,CUS02071,Yes,20000.0,Yes
LON02072,CUS02072,Yes,20000.0,Yes
LON02073,CUS02073,Yes,40000.0,Yes
LON02074,CUS02074,Yes,10000.0,No
LON02075,CUS02075,No,,
LON02076,CUS02076,Yes,20000.0,Yes
LON02077,CUS02077,No,,
LON02078,CUS02078,Yes,10000.0,Yes
LON02079,CUS02079,Yes,10000.0,No
LON02080,CUS02080,Yes,20000.0,No
LON02081,CUS02081,Yes,20000.0,No
LON02082,CUS02082,No,,
LON02083,CUS02083,No,,
LON02084,CUS02084,No,,
LON02085,CUS02085,No,,
LON02086,CUS02086,Yes,20000.0,Yes
LON02087,CUS02087,No,,
LON02088,CUS02088,Yes,10000.0,No
LON02089,CUS02089,No,,
LON02090,CUS02090,Yes,10000.0,No
LON02091,CUS02091,Yes,40000.0,Yes
LON02092,CUS02092,No,,
LON02093,CUS02093,No,,
LON02094,CUS02094,Yes,20000.0,No
LON02095,CUS02095,Yes,20000.0,No
LON02096,CUS02096,Yes,40000.0,No
LON02097,CUS02097,No,,
LON02098,CUS02098,Yes,10000.0,No
LON02099,CUS02099,No,,
LON02100,CUS02100,Yes,20000.0,No
LON02101,CUS02101,No,,
LON02102,CUS02102,Yes,30000.0,No
LON02103,CUS02103,Yes,40000.0,No
LON02104,CUS02104,No,,
LON02105,CUS02105,No,,
LON02106,CUS02106,Yes,20000.0,Yes
LON02107,CUS02107,Yes,40000.0,No
LON02108,CUS02108,Yes,20000.0,No
LON02109,CUS02109,Yes,10000.0,No
LON02110,CUS02110,Yes,20000.0,Yes
LON02111,CUS02111,No,,
LON02112,CUS02112,No,,
LON02113,CUS02113,Yes,10000.0,Yes
LON02114,CUS02114,Yes,10000.0,Yes
LON02115,CUS02115,Yes,20000.0,Yes
LON02116,CUS02116,No,,
LON02117,CUS02117,Yes,20000.0,No
LON02118,CUS02118,No,,
LON02119,CUS02119,No,,
LON02120,CUS02120,Yes,40000.0,Yes
LON02121,CUS02121,Yes,30000.0,Yes
LON02122,CUS02122,Yes,10000.0,No
LON02123,CUS02123,Yes,30000.0,Yes
LON02124,CUS02124,No,,
LON02125,CUS02125,Yes,10000.0,Yes
LON02126,CUS02126,Yes,20000.0,Yes
LON02127,CUS02127,No,,
LON02128,CUS02128,No,,
LON02129,CUS02129,Yes,10000.0,Yes
LON02130,CUS02130,No,,
LON02131,CUS02131,Yes,10000.0,No
LON02132,CUS02132,No,,
LON02133,CUS02133,No,,
LON02134,CUS02134,No,,
LON02135,CUS02135,Yes,20000.0,No
LON02136,CUS02136,No,,
LON02137,CUS02137,No,,
LON02138,CUS02138,Yes,20000.0,Yes
LON02139,CUS02139,Yes,20000.0,Yes
LON02140,CUS02140,Yes,10000.0,No
LON02141,CUS02141,No,,
LON02142,CUS02142,Yes,10000.0,Yes
LON02143,CUS02143,Yes,20000.0,Yes
LON02144,CUS02144,Yes,20000.0,No
LON02145,CUS02145,Yes,10000.0,Yes
LON02146,CUS02146,No,,
