customer_id,account_open_date,acquisition_channel,kyc_level,location
CUS02545,2022-02-27,Loan Campaign,Tier 2,Lagos
CUS02546,2022-05-27,Ads,Tier 1,Kaduna
CUS02547,2022-03-06,Ads,Tier 1,Lagos
CUS02548,2022-05-09,Loan Campaign,Tier 1,Plateau
CUS02549,2022-05-31,Ads,Tier 1,Lagos
CUS02550,2022-01-06,Direct,Tier 2,Lagos
CUS02551,2022-06-02,Ads,Tier 1,Lagos
CUS02552,2022-03-07,Loan Campaign,Tier 1,Lagos
CUS02553,2022-03-19,Ads,Tier 1,Lagos
CUS02554,2022-03-07,Loan Campaign,Tier 1,Lagos
CUS02555,2022-04-22,Loan Campaign,Tier 2,Plateau
CUS02556,2022-03-01,Loan Campaign,Tier 1,Lagos
CUS02557,2022-03-12,Loan Campaign,Tier 1,Lagos
CUS02558,2022-06-27,Ads,Tier 2,Lagos
CUS02559,2022-01-21,Loan Campaign,Tier 2,Lagos
CUS02560,2022-02-22,Ads,Tier 2,Lagos
CUS02561,2022-06-26,Ads,Tier 1,Lagos
CUS02562,2022-02-18,Referral,Tier 2,Plateau
CUS02563,2022-04-13,Agent Network,Tier 2,Lagos
CUS02564,2022-01-31,Ads,Tier 2,Lagos
CUS02565,2022-05-14,Referral,Tier 2,Lagos
CUS02566,2022-03-18,Ads,Tier 2,Lagos
CUS02567,2022-06-20,Ads,Tier 1,Lagos
CUS02568,2022-05-17,Referral,Tier 3,Lagos
CUS02569,2022-04-16,Loan Campaign,Tier 1,Lagos
CUS02570,2022-03-17,Referral,Tier 3,Kaduna
CUS02571,2022-03-24,Loan Campaign,Tier 2,Lagos
CUS02572,2022-01-20,Loan Campaign,Tier 1,Kaduna
CUS02573,2022-03-15,Direct,Tier 2,Lagos
CUS02574,2022-04-19,Agent Network,Tier 1,Lagos
CUS02575,2022-04-09,Agent Network,Tier 1,Lagos
CUS02576,2022-03-18,Ads,Tier 1,Lagos
CUS02577,2022-01-05,Direct,Tier 2,Lagos
CUS02578,2022-01-22,Referral,Tier 2,Lagos
CUS02579,2022-01-17,Agent Network,Tier 2,Lagos
CUS02580,2022-04-06,Loan Campaign,Tier 1,Lagos
CUS02581,2022-06-12,Ads,Tier 2,Lagos
CUS02582,2022-03-21,Ads,Tier 2,Plateau
CUS02583,2022-03-08,Ads,Tier 1,Lagos
CUS02584,2022-02-24,Ads,Tier 2,Lagos
CUS02585,2022-02-15,Agent Network,Tier 1,Plateau
CUS02586,2022-06-16,Referral,Tier 1,Kaduna
CUS02587,2022-01-16,Ads,Tier 2,Plateau
CUS02588,2022-03-14,Loan Campaign,Tier 1,Lagos
CUS02589,2022-01-23,Agent Network,Tier 1,Lagos
CUS02590,2022-04-12,Direct,Tier 2,Plateau
CUS02591,2022-03-19,Loan Campaign,Tier 2,Lagos
CUS02592,2022-05-20,Agent Network,Tier 1,Lagos
CUS02593,2022-05-07,Loan Campaign,Tier 2,Lagos
CUS02594,2022-06-05,Ads,Tier 3,Lagos
CUS02595,2022-04-02,Direct,Tier 2,Kaduna
CUS02596,2022-05-20,Ads,Tier 1,Lagos
CUS02597,2022-01-02,Ads,Tier 1,Lagos
CUS02598,2022-01-02,Ads,Tier 2,Lagos
CUS02599,2022-02-14,Loan Campaign,Tier 1,Lagos
CUS02600,2022-01-31,Loan Campaign,Tier 2,Lagos
CUS02601,2022-03-08,Loan Campaign,Tier 1,Kaduna
CUS02602,2022-03-21,Ads,Tier 2,Plateau
CUS02603,2022-05-29,Ads,Tier 2,Lagos
CUS02604,2022-02-09,Referral,Tier 3,Lagos
CUS02605,2022-02-24,Agent Network,Tier 1,Lagos
CUS02606,2022-02-20,Ads,Tier 1,Lagos
CUS02607,2022-04-28,Ads,Tier 2,Kaduna
CUS02608,2022-04-02,Referral,Tier 2,Lagos
CUS02609,2022-01-22,Loan Campaign,Tier 2,Lagos
CUS02610,2022-03-26,Loan Campaign,Tier 1,Lagos
CUS02611,2022-01-27,Direct,Tier 1,Lagos
CUS02612,2022-02-28,Referral,Tier 1,Lagos
CUS02613,2022-05-31,Ads,Tier 3,Lagos
CUS02614,2022-03-03,Loan Campaign,Tier 1,Kaduna
CUS02615,2022-02-02,Loan Campaign,Tier 1,Plateau
CUS02616,2022-04-19,Ads,Tier 1,Plateau
CUS02617,2022-01-12,Ads,Tier 2,Lagos
CUS02618,2022-02-05,Ads,Tier 2,Lagos
CUS02619,2022-04-30,Referral,Tier 2,Lagos
CUS02620,2022-03-14,Loan Campaign,Tier 1,Lagos
CUS02621,2022-01-02,Referral,Tier 2,Lagos
CUS02622,2022-06-27,Agent Network,Tier 1,Lagos
CUS02623,2022-01-27,Ads,Tier 1,Lagos
CUS02624,2022-02-19,Direct,Tier 3,Lagos
CUS02625,2022-01-06,Ads,Tier 2,Kaduna
CUS02626,2022-04-06,Referral,Tier 2,Plateau
CUS02627,2022-04-16,Referral,Tier 2,Lagos
CUS02628,2022-05-19,Referral,Tier 3,Plateau
CUS02629,2022-01-26,Agent Network,Tier 1,Plateau
CUS02630,2022-02-13,Loan Campaign,Tier 1,Lagos
CUS02631,2022-06-15,Loan Campaign,Tier 1,Lagos
CUS02632,2022-06-24,Direct,Tier 3,Lagos
CUS02633,2022-05-21,Agent Network,Tier 1,Kaduna
CUS02634,2022-06-12,Referral,Tier 1,Lagos
CUS02635,2022-04-08,Agent Network,Tier 2,Lagos
CUS02636,2022-01-05,Loan Campaign,Tier 2,Lagos
CUS02637,2022-02-03,Referral,Tier 1,Lagos
CUS02638,2022-01-23,Direct,Tier 2,Lagos
CUS02639,2022-04-20,Direct,Tier 2,Lagos
CUS02640,2022-03-12,Loan Campaign,Tier 1,Lagos
CUS02641,2022-01-04,Referral,Tier 2,Lagos
CUS02642,2022-01-16,Referral,Tier 2,Lagos
CUS02643,2022-06-25,Referral,Tier 3,Plateau
CUS02644,2022-01-06,Ads,Tier 2,Lagos
CUS02645,2022-02-24,Loan Campaign,Tier 1,Lagos
CUS02646,2022-03-27,Loan Campaign,Tier 1,Kaduna
CUS02647,2022-02-12,Loan Campaign,Tier 1,Lagos
CUS02648,2022-03-09,Ads,Tier 3,Lagos
CUS02649,2022-06-11,Referral,Tier 2,Kaduna
CUS02650,2022-01-31,Ads,Tier 3,Lagos
CUS02651,2022-03-09,Loan Campaign,Tier 2,Plateau
CUS02652,2022-03-09,Loan Campaign,Tier 1,Lagos
CUS02653,2022-01-22,Ads,Tier 1,Lagos
CUS02654,2022-03-05,Loan Campaign,Tier 1,Lagos
CUS02655,2022-03-14,Ads,Tier 2,Plateau
CUS02656,2022-03-04,Loan Campaign,Tier 1,Kaduna
CUS02657,2022-02-10,Ads,Tier 1,Lagos
CUS02658,2022-02-06,Agent Network,Tier 1,Lagos
CUS02659,2022-05-27,Loan Campaign,Tier 3,Plateau
CUS02660,2022-04-22,Referral,Tier 3,Plateau
CUS02661,2022-02-17,Ads,Tier 2,Lagos
CUS02662,2022-03-19,Ads,Tier 1,Kaduna
CUS02663,2022-05-29,Loan Campaign,Tier 1,Lagos
CUS02664,2022-04-23,Ads,Tier 2,Lagos
CUS02665,2022-06-29,Ads,Tier 2,Kaduna
CUS02666,2022-01-28,Referral,Tier 3,Lagos
CUS02667,2022-01-18,Agent Network,Tier 1,Plateau
CUS02668,2022-02-02,Ads,Tier 1,Plateau
CUS02669,2022-01-17,Loan Campaign,Tier 1,Lagos
CUS02670,2022-01-20,Ads,Tier 1,Plateau
CUS02671,2022-02-23,Loan Campaign,Tier 1,Lagos
CUS02672,2022-02-15,Ads,Tier 2,Lagos
CUS02673,2022-03-15,Ads,Tier 2,Plateau
CUS02674,2022-01-13,Loan Campaign,Tier 1,Lagos
CUS02675,2022-01-28,Ads,Tier 2,Lagos
CUS02676,2022-02-17,Loan Campaign,Tier 1,Kaduna
CUS02677,2022-01-23,Loan Campaign,Tier 1,Lagos
CUS02678,2022-04-29,Loan Campaign,Tier 1,Kaduna
CUS02679,2022-01-27,Direct,Tier 2,Lagos
CUS02680,2022-01-10,Loan Campaign,Tier 1,Plateau
CUS02681,2022-02-25,Ads,Tier 3,Plateau
CUS02682,2022-02-20,Ads,Tier 2,Lagos
CUS02683,2022-06-11,Referral,Tier 2,Plateau
CUS02684,2022-03-13,Loan Campaign,Tier 2,Kaduna
CUS02685,2022-01-03,Agent Network,Tier 1,Lagos
CUS02686,2022-05-14,Ads,Tier 1,Lagos
CUS02687,2022-03-20,Referral,Tier 1,Lagos
CUS02688,2022-03-03,Loan Campaign,Tier 2,Plateau
CUS02689,2022-04-08,Agent Network,Tier 1,Plateau
CUS02690,2022-03-12,Agent Network,Tier 1,Kaduna
CUS02691,2022-03-16,Referral,Tier 1,Lagos
CUS02692,2022-03-10,Loan Campaign,Tier 1,Lagos
CUS02693,2022-06-19,Direct,Tier 2,Lagos
CUS02694,2022-01-12,Ads,Tier 1,Lagos
CUS02695,2022-05-14,Ads,Tier 1,Lagos
CUS02696,2022-05-29,Referral,Tier 3,Lagos
CUS02697,2022-02-10,Loan Campaign,Tier 1,Lagos
CUS02698,2022-04-26,Referral,Tier 2,Plateau
CUS02699,2022-03-18,Loan Campaign,Tier 2,Lagos
CUS02700,2022-03-12,Loan Campaign,Tier 2,Lagos
CUS02701,2022-03-09,Ads,Tier 2,Lagos
CUS02702,2022-06-25,Direct,Tier 1,Lagos
CUS02703,2022-01-04,Loan Campaign,Tier 2,Kaduna
CUS02704,2022-06-21,Referral,Tier 2,Lagos
CUS02705,2022-03-07,Loan Campaign,Tier 2,Lagos
CUS02706,2022-02-05,Referral,Tier 2,Plateau
CUS02707,2022-01-16,Ads,Tier 1,Plateau
CUS02708,2022-02-28,Ads,Tier 3,Lagos
CUS02709,2022-05-15,Agent Network,Tier 1,Lagos
CUS02710,2022-02-12,Loan Campaign,Tier 2,Plateau
CUS02711,2022-02-18,Loan Campaign,Tier 2,Lagos
CUS02712,2022-01-28,Loan Campaign,Tier 1,Lagos
CUS02713,2022-02-10,Loan Campaign,Tier 1,Lagos
CUS02714,2022-05-04,Direct,Tier 2,Lagos
CUS02715,2022-02-01,Loan Campaign,Tier 1,Lagos
CUS02716,2022-04-29,Ads,Tier 2,Lagos
CUS02717,2022-04-16,Direct,Tier 2,Kaduna
CUS02718,2022-02-03,Loan Campaign,Tier 1,Plateau
CUS02719,2022-03-24,Ads,Tier 1,Lagos
CUS02720,2022-02-07,Loan Campaign,Tier 1,Lagos
CUS02721,2022-01-16,Loan Campaign,Tier 1,Lagos
CUS02722,2022-01-21,Loan Campaign,Tier 1,Lagos
CUS02723,2022-03-07,Ads,Tier 1,Lagos
CUS02724,2022-05-02,Direct,Tier 3,Lagos
CUS02725,2022-01-05,Agent Network,Tier 1,Kaduna
CUS02726,2022-04-15,Loan Campaign,Tier 3,Lagos
CUS02727,2022-01-19,Ads,Tier 1,Lagos
CUS02728,2022-01-29,Loan Campaign,Tier 1,Plateau
CUS02729,2022-03-19,Direct,Tier 1,Lagos
CUS02730,2022-03-29,Loan Campaign,Tier 1,Plateau
CUS02731,2022-05-09,Ads,Tier 3,Plateau
CUS02732,2022-02-22,Ads,Tier 1,Kaduna
CUS02733,2022-04-01,Ads,Tier 3,Lagos
CUS02734,2022-03-19,Ads,Tier 1,Lagos
CUS02735,2022-02-15,Loan Campaign,Tier 2,Kaduna
CUS02736,2022-05-07,Ads,Tier 3,Lagos
CUS02737,2022-05-01,Referral,Tier 2,Lagos
CUS02738,2022-01-16,Referral,Tier 3,Kaduna
CUS02739,2022-01-25,Loan Campaign,Tier 2,Lagos
CUS02740,2022-03-13,Referral,Tier 3,Lagos
CUS02741,2022-03-17,Loan Campaign,Tier 2,Kaduna
CUS02742,2022-02-01,Ads,Tier 1,Plateau
CUS02743,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS02744,2022-01-03,Loan Campaign,Tier 2,Lagos
CUS02745,2022-02-28,Ads,Tier 1,Plateau
CUS02746,2022-04-08,Loan Campaign,Tier 1,Kaduna
CUS02747,2022-02-17,Referral,Tier 1,Lagos
CUS02748,2022-03-07,Ads,Tier 2,Kaduna
CUS02749,2022-01-14,Ads,Tier 1,Kaduna
CUS02750,2022-05-19,Referral,Tier 1,Lagos
CUS02751,2022-01-12,Ads,Tier 1,Plateau
CUS02752,2022-01-08,Ads,Tier 1,Plateau
CUS02753,2022-05-07,Ads,Tier 3,Plateau
CUS02754,2022-03-24,Loan Campaign,Tier 2,Plateau
CUS02755,2022-01-17,Loan Campaign,Tier 1,Plateau
CUS02756,2022-01-24,Ads,Tier 1,Lagos
CUS02757,2022-03-09,Loan Campaign,Tier 1,Kaduna
CUS02758,2022-02-17,Ads,Tier 2,Lagos
CUS02759,2022-06-02,Ads,Tier 2,Lagos
CUS02760,2022-05-28,Referral,Tier 2,Lagos
CUS02761,2022-03-27,Loan Campaign,Tier 2,Lagos
CUS02762,2022-03-11,Loan Campaign,Tier 2,Lagos
CUS02763,2022-03-27,Referral,Tier 2,Lagos
CUS02764,2022-01-25,Agent Network,Tier 2,Lagos
CUS02765,2022-05-04,Loan Campaign,Tier 1,Kaduna
CUS02766,2022-01-29,Ads,Tier 2,Lagos
CUS02767,2022-05-25,Loan Campaign,Tier 1,Lagos
CUS02768,2022-03-08,Ads,Tier 1,Lagos
CUS02769,2022-06-29,Ads,Tier 2,Kaduna
CUS02770,2022-04-04,Ads,Tier 1,Plateau
CUS02771,2022-01-22,Loan Campaign,Tier 1,Lagos
CUS02772,2022-03-17,Loan Campaign,Tier 2,Lagos
CUS02773,2022-04-21,Referral,Tier 1,Plateau
CUS02774,2022-06-02,Loan Campaign,Tier 1,Plateau
CUS02775,2022-01-07,Ads,Tier 1,Kaduna
CUS02776,2022-02-22,Referral,Tier 1,Kaduna
CUS02777,2022-02-25,Loan Campaign,Tier 1,Lagos
CUS02778,2022-05-14,Loan Campaign,Tier 1,Lagos
CUS02779,2022-02-04,Agent Network,Tier 2,Lagos
CUS02780,2022-03-14,Loan Campaign,Tier 2,Plateau
CUS02781,2022-03-29,Loan Campaign,Tier 2,Lagos
CUS02782,2022-01-24,Ads,Tier 1,Lagos
CUS02783,2022-01-10,Ads,Tier 2,Lagos
CUS02784,2022-03-27,Loan Campaign,Tier 3,Lagos
CUS02785,2022-02-11,Referral,Tier 3,Lagos
CUS02786,2022-02-11,Loan Campaign,Tier 2,Kaduna
CUS02787,2022-02-07,Loan Campaign,Tier 2,Lagos
CUS02788,2022-01-01,Ads,Tier 3,Lagos
CUS02789,2022-02-04,Ads,Tier 3,Lagos
CUS02790,2022-02-28,Agent Network,Tier 1,Lagos
CUS02791,2022-04-08,Direct,Tier 3,Lagos
CUS02792,2022-02-05,Referral,Tier 1,Lagos
CUS02793,2022-04-02,Referral,Tier 1,Lagos
CUS02794,2022-05-11,Ads,Tier 1,Kaduna
CUS02795,2022-05-04,Referral,Tier 2,Lagos
CUS02796,2022-01-23,Loan Campaign,Tier 1,Lagos
CUS02797,2022-02-21,Ads,Tier 1,Plateau
CUS02798,2022-02-10,Direct,Tier 1,Lagos
CUS02799,2022-02-08,Loan Campaign,Tier 1,Lagos
CUS02800,2022-02-20,Ads,Tier 2,Lagos
CUS02801,2022-05-22,Ads,Tier 2,Kaduna
CUS02802,2022-06-16,Ads,Tier 2,Lagos
CUS02803,2022-02-04,Loan Campaign,Tier 1,Lagos
CUS02804,2022-05-29,Direct,Tier 2,Plateau
CUS02805,2022-03-21,Ads,Tier 2,Kaduna
CUS02806,2022-01-04,Loan Campaign,Tier 1,Lagos
CUS02807,2022-02-27,Ads,Tier 1,Lagos
CUS02808,2022-03-05,Loan Campaign,Tier 2,Plateau
CUS02809,2022-04-30,Loan Campaign,Tier 1,Kaduna
CUS02810,2022-01-24,Loan Campaign,Tier 1,Plateau
CUS02811,2022-04-26,Referral,Tier 1,Plateau
CUS02812,2022-06-26,Referral,Tier 3,Lagos
CUS02813,2022-04-24,Referral,Tier 1,Lagos
CUS02814,2022-02-23,Ads,Tier 2,Lagos
CUS02815,2022-02-15,Loan Campaign,Tier 2,Lagos
CUS02816,2022-05-23,Referral,Tier 1,Kaduna
CUS02817,2022-04-22,Referral,Tier 3,Lagos
CUS02818,2022-02-25,Loan Campaign,Tier 2,Lagos
CUS02819,2022-01-03,Loan Campaign,Tier 1,Kaduna
CUS02820,2022-05-24,Direct,Tier 2,Kaduna
CUS02821,2022-06-21,Loan Campaign,Tier 2,Lagos
CUS02822,2022-02-05,Loan Campaign,Tier 1,Plateau
CUS02823,2022-02-19,Loan Campaign,Tier 2,Kaduna
CUS02824,2022-03-04,Ads,Tier 1,Lagos
CUS02825,2022-01-10,Referral,Tier 1,Kaduna
CUS02826,2022-01-04,Referral,Tier 3,Kaduna
CUS02827,2022-06-19,Agent Network,Tier 1,Lagos
CUS02828,2022-01-07,Loan Campaign,Tier 2,Lagos
CUS02829,2022-01-22,Ads,Tier 2,Plateau
CUS02830,2022-01-18,Loan Campaign,Tier 1,Lagos
CUS02831,2022-05-27,Loan Campaign,Tier 1,Plateau
CUS02832,2022-06-22,Referral,Tier 2,Plateau
CUS02833,2022-03-04,Loan Campaign,Tier 1,Lagos
CUS02834,2022-06-09,Direct,Tier 2,Lagos
CUS02835,2022-03-02,Ads,Tier 1,Lagos
CUS02836,2022-01-15,Loan Campaign,Tier 1,Lagos
CUS02837,2022-04-14,Ads,Tier 2,Plateau
CUS02838,2022-04-22,Ads,Tier 2,Kaduna
CUS02839,2022-03-17,Loan Campaign,Tier 1,Lagos
CUS02840,2022-02-21,Loan Campaign,Tier 1,Lagos
CUS02841,2022-03-05,Agent Network,Tier 1,Plateau
CUS02842,2022-01-16,Ads,Tier 1,Lagos
CUS02843,2022-05-30,Agent Network,Tier 1,Lagos
CUS02844,2022-03-27,Agent Network,Tier 1,Lagos
CUS02845,2022-06-15,Loan Campaign,Tier 1,Lagos
CUS02846,2022-03-19,Loan Campaign,Tier 2,Plateau
CUS02847,2022-01-25,Referral,Tier 2,Lagos
CUS02848,2022-04-11,Referral,Tier 2,Plateau
CUS02849,2022-02-17,Loan Campaign,Tier 2,Kaduna
CUS02850,2022-02-10,Loan Campaign,Tier 2,Lagos
CUS02851,2022-03-30,Loan Campaign,Tier 1,Lagos
CUS02852,2022-06-16,Loan Campaign,Tier 2,Lagos
CUS02853,2022-01-07,Ads,Tier 2,Lagos
CUS02854,2022-01-17,Referral,Tier 1,Lagos
CUS02855,2022-05-22,Agent Network,Tier 1,Lagos
CUS02856,2022-02-24,Loan Campaign,Tier 1,Lagos
CUS02857,2022-02-15,Loan Campaign,Tier 1,Lagos
CUS02858,2022-03-13,Loan Campaign,Tier 1,Lagos
CUS02859,2022-03-23,Agent Network,Tier 1,Kaduna
CUS02860,2022-05-25,Ads,Tier 1,Kaduna
CUS02861,2022-01-16,Loan Campaign,Tier 1,Lagos
CUS02862,2022-03-14,Ads,Tier 2,Lagos
CUS02863,2022-01-03,Ads,Tier 1,Plateau
CUS02864,2022-02-09,Loan Campaign,Tier 2,Lagos
CUS02865,2022-04-12,Referral,Tier 2,Lagos
CUS02866,2022-01-22,Loan Campaign,Tier 1,Kaduna
CUS02867,2022-02-16,Ads,Tier 1,Kaduna
CUS02868,2022-01-27,Referral,Tier 1,Lagos
CUS02869,2022-06-25,Ads,Tier 2,Lagos
CUS02870,2022-04-30,Referral,Tier 1,Lagos
CUS02871,2022-06-15,Loan Campaign,Tier 1,Lagos
CUS02872,2022-06-06,Loan Campaign,Tier 2,Plateau
CUS02873,2022-05-20,Ads,Tier 1,Kaduna
CUS02874,2022-01-22,Loan Campaign,Tier 1,Plateau
CUS02875,2022-03-10,Ads,Tier 2,Lagos
CUS02876,2022-06-21,Ads,Tier 2,Lagos
CUS02877,2022-01-29,Referral,Tier 1,Plateau
CUS02878,2022-05-03,Agent Network,Tier 1,Kaduna
CUS02879,2022-03-03,Loan Campaign,Tier 1,Lagos
CUS02880,2022-02-25,Ads,Tier 1,Kaduna
CUS02881,2022-03-26,Ads,Tier 1,Kaduna
CUS02882,2022-02-21,Referral,Tier 3,Lagos
CUS02883,2022-03-16,Loan Campaign,Tier 1,Kaduna
CUS02884,2022-02-03,Ads,Tier 2,Lagos
CUS02885,2022-03-25,Loan Campaign,Tier 2,Lagos
CUS02886,2022-03-24,Loan Campaign,Tier 1,Kaduna
CUS02887,2022-01-23,Ads,Tier 1,Lagos
CUS02888,2022-01-25,Ads,Tier 1,Lagos
CUS02889,2022-01-17,Ads,Tier 2,Lagos
CUS02890,2022-04-10,Ads,Tier 1,Plateau
CUS02891,2022-01-02,Loan Campaign,Tier 2,Plateau
CUS02892,2022-06-01,Loan Campaign,Tier 1,Plateau
CUS02893,2022-02-14,Referral,Tier 2,Lagos
CUS02894,2022-01-17,Loan Campaign,Tier 2,Lagos
CUS02895,2022-04-29,Referral,Tier 1,Lagos
CUS02896,2022-03-19,Agent Network,Tier 1,Kaduna
CUS02897,2022-06-23,Referral,Tier 1,Lagos
CUS02898,2022-02-28,Agent Network,Tier 1,Lagos
CUS02899,2022-03-02,Referral,Tier 3,Lagos
CUS02900,2022-01-12,Referral,Tier 1,Lagos
CUS02901,2022-05-29,Agent Network,Tier 1,Plateau
CUS02902,2022-03-17,Ads,Tier 2,Lagos
CUS02903,2022-02-13,Ads,Tier 2,Kaduna
CUS02904,2022-03-13,Loan Campaign,Tier 1,Lagos
CUS02905,2022-05-28,Direct,Tier 2,Lagos
CUS02906,2022-04-12,Loan Campaign,Tier 3,Lagos
CUS02907,2022-06-09,Loan Campaign,Tier 3,Lagos
CUS02908,2022-05-27,Loan Campaign,Tier 1,Kaduna
CUS02909,2022-01-08,Referral,Tier 1,Lagos
CUS02910,2022-04-24,Loan Campaign,Tier 3,Plateau
CUS02911,2022-01-11,Loan Campaign,Tier 2,Lagos
CUS02912,2022-03-12,Referral,Tier 3,Lagos
CUS02913,2022-03-25,Ads,Tier 1,Lagos
CUS02914,2022-02-24,Loan Campaign,Tier 2,Lagos
CUS02915,2022-02-19,Loan Campaign,Tier 1,Plateau
CUS02916,2022-02-04,Loan Campaign,Tier 1,Lagos
CUS02917,2022-02-17,Loan Campaign,Tier 1,Lagos
CUS02918,2022-02-21,Loan Campaign,Tier 3,Lagos
CUS02919,2022-03-14,Loan Campaign,Tier 2,Kaduna
CUS02920,2022-01-09,Ads,Tier 2,Lagos
CUS02921,2022-01-20,Loan Campaign,Tier 1,Lagos
CUS02922,2022-03-12,Loan Campaign,Tier 2,Plateau
CUS02923,2022-06-08,Direct,Tier 3,Plateau
CUS02924,2022-03-18,Ads,Tier 1,Lagos
CUS02925,2022-03-19,Referral,Tier 3,Plateau
CUS02926,2022-02-25,Loan Campaign,Tier 1,Lagos
CUS02927,2022-01-29,Ads,Tier 1,Plateau
CUS02928,2022-02-19,Ads,Tier 2,Lagos
CUS02929,2022-02-18,Agent Network,Tier 1,Plateau
CUS02930,2022-03-09,Loan Campaign,Tier 1,Lagos
CUS02931,2022-04-17,Loan Campaign,Tier 1,Plateau
CUS02932,2022-06-01,Agent Network,Tier 1,Kaduna
CUS02933,2022-03-01,Loan Campaign,Tier 1,Plateau
CUS02934,2022-03-12,Loan Campaign,Tier 2,Lagos
CUS02935,2022-05-05,Referral,Tier 2,Lagos
CUS02936,2022-04-05,Ads,Tier 1,Plateau
CUS02937,2022-05-27,Agent Network,Tier 1,Lagos
CUS02938,2022-02-26,Loan Campaign,Tier 2,Plateau
CUS02939,2022-05-27,Ads,Tier 3,Lagos
CUS02940,2022-01-15,Referral,Tier 2,Lagos
CUS02941,2022-06-20,Ads,Tier 2,Kaduna
CUS02942,2022-02-03,Loan Campaign,Tier 1,Lagos
CUS02943,2022-06-14,Referral,Tier 2,Lagos
CUS02944,2022-03-04,Ads,Tier 1,Plateau
CUS02945,2022-01-16,Loan Campaign,Tier 1,Lagos
CUS02946,2022-02-12,Agent Network,Tier 1,Lagos
CUS02947,2022-01-29,Agent Network,Tier 1,Lagos
CUS02948,2022-03-01,Ads,Tier 1,Lagos
CUS02949,2022-04-21,Referral,Tier 2,Lagos
CUS02950,2022-03-19,Referral,Tier 3,Plateau
CUS02951,2022-03-12,Ads,Tier 1,Lagos
CUS02952,2022-02-15,Agent Network,Tier 1,Lagos
CUS02953,2022-03-04,Ads,Tier 2,Plateau
CUS02954,2022-01-19,Ads,Tier 3,Lagos
CUS02955,2022-03-20,Loan Campaign,Tier 2,Lagos
CUS02956,2022-04-18,Agent Network,Tier 1,Lagos
CUS02957,2022-03-31,Loan Campaign,Tier 1,Lagos
CUS02958,2022-02-03,Loan Campaign,Tier 3,Lagos
CUS02959,2022-02-03,Ads,Tier 2,Lagos
CUS02960,2022-01-13,Ads,Tier 2,Lagos
CUS02961,2022-05-22,Loan Campaign,Tier 1,Lagos
CUS02962,2022-01-26,Ads,Tier 1,Plateau
CUS02963,2022-03-09,Loan Campaign,Tier 1,Lagos
CUS02964,2022-04-09,Ads,Tier 1,Plateau
CUS02965,2022-04-24,Agent Network,Tier 1,Kaduna
CUS02966,2022-03-15,Loan Campaign,Tier 2,Lagos
CUS02967,2022-04-30,Loan Campaign,Tier 1,Plateau
CUS02968,2022-02-18,Loan Campaign,Tier 1,Plateau
CUS02969,2022-02-18,Loan Campaign,Tier 1,Lagos
CUS02970,2022-04-22,Referral,Tier 1,Lagos
CUS02971,2022-06-14,Ads,Tier 2,Lagos
CUS02972,2022-05-18,Ads,Tier 2,Lagos
CUS02973,2022-02-08,Loan Campaign,Tier 1,Lagos
CUS02974,2022-01-16,Direct,Tier 2,Plateau
CUS02975,2022-01-04,Referral,Tier 1,Kaduna
CUS02976,2022-02-06,Loan Campaign,Tier 1,Lagos
CUS02977,2022-01-03,Loan Campaign,Tier 1,Lagos
CUS02978,2022-03-29,Loan Campaign,Tier 1,Kaduna
CUS02979,2022-03-02,Ads,Tier 1,Lagos
CUS02980,2022-01-19,Ads,Tier 1,Lagos
CUS02981,2022-05-18,Agent Network,Tier 2,Lagos
CUS02982,2022-01-06,Loan Campaign,Tier 1,Kaduna
CUS02983,2022-06-04,Agent Network,Tier 1,Kaduna
CUS02984,2022-03-08,Loan Campaign,Tier 2,Lagos
CUS02985,2022-04-07,Ads,Tier 1,Kaduna
CUS02986,2022-03-30,Direct,Tier 1,Plateau
CUS02987,2022-05-10,Direct,Tier 1,Lagos
CUS02988,2022-02-16,Ads,Tier 2,Plateau
CUS02989,2022-01-06,Ads,Tier 2,Plateau
CUS02990,2022-01-20,Loan Campaign,Tier 1,Plateau
CUS02991,2022-02-21,Ads,Tier 2,Lagos
CUS02992,2022-01-14,Ads,Tier 1,Lagos
CUS02993,2022-03-20,Direct,Tier 2,Lagos
CUS02994,2022-01-11,Loan Campaign,Tier 2,Lagos
CUS02995,2022-04-07,Ads,Tier 1,Lagos
CUS02996,2022-01-09,Loan Campaign,Tier 2,Plateau
CUS02997,2022-02-03,Ads,Tier 2,Plateau
CUS02998,2022-01-10,Ads,Tier 3,Lagos
CUS02999,2022-01-11,Referral,Tier 1,Lagos
CUS03000,2022-01-09,Referral,Tier 2,Lagos
CUS03001,2022-01-22,Loan Campaign,Tier 1,Plateau
CUS03002,2022-04-21,Referral,Tier 1,Lagos
CUS03003,2022-06-24,Referral,Tier 1,Kaduna
CUS03004,2022-01-24,Loan Campaign,Tier 1,Kaduna
CUS03005,2022-03-14,Ads,Tier 1,Lagos
CUS03006,2022-05-01,Ads,Tier 2,Kaduna
CUS03007,2022-04-21,Referral,Tier 2,Lagos
CUS03008,2022-05-24,Ads,Tier 1,Plateau
CUS03009,2022-03-22,Ads,Tier 2,Plateau
CUS03010,2022-03-17,Ads,Tier 1,Lagos
CUS03011,2022-03-18,Referral,Tier 3,Plateau
CUS03012,2022-03-08,Loan Campaign,Tier 1,Lagos
CUS03013,2022-03-29,Ads,Tier 1,Lagos
